timestamp,value
2019-08-25 14:05:00,104357.0
2019-08-25 14:10:00,104059.0
2019-08-25 14:15:00,106676.0
2019-08-25 14:20:00,103367.0
2019-08-25 14:25:00,104592.0
2019-08-25 14:30:00,93259.0
2019-08-25 14:35:00,109990.0
2019-08-25 14:40:00,104948.0
2019-08-25 14:45:00,98448.0
2019-08-25 14:50:00,103824.0
2019-08-25 14:55:00,104884.0
2019-08-25 15:00:00,103997.0
2019-08-25 15:05:00,105331.0
2019-08-25 15:10:00,94451.0
2019-08-25 15:15:00,105156.0
2019-08-25 15:20:00,54890.0
2019-08-25 15:25:00,22972.0
2019-08-25 15:30:00,23100.0
2019-08-25 15:35:00,22986.0
2019-08-25 15:40:00,23002.0
2019-08-25 15:45:00,21888.0
2019-08-25 15:50:00,22569.0
2019-08-25 15:55:00,23330.0
2019-08-25 16:00:00,22351.0
2019-08-25 16:05:00,22044.0
2019-08-25 16:10:00,21748.0
2019-08-25 16:15:00,21004.0
2019-08-25 16:20:00,22851.0
2019-08-25 16:25:00,21503.0
2019-08-25 16:30:00,21729.0
2019-08-25 16:35:00,21520.0
2019-08-25 16:40:00,21482.0
2019-08-25 16:45:00,21251.0
2019-08-25 16:50:00,19089.0
2019-08-25 16:55:00,19574.0
2019-08-25 17:00:00,19280.0
2019-08-25 17:05:00,19705.0
2019-08-25 17:10:00,19737.0
2019-08-25 17:15:00,18892.0
2019-08-25 17:20:00,19635.0
2019-08-25 17:25:00,19447.0
2019-08-25 17:30:00,19367.0
2019-08-25 17:35:00,20123.0
2019-08-25 17:40:00,19119.0
2019-08-25 17:45:00,18952.0
2019-08-25 17:50:00,19079.0
2019-08-25 17:55:00,20450.0
2019-08-25 18:00:00,19681.0
2019-08-25 18:05:00,19260.0
2019-08-25 18:10:00,18681.0
2019-08-25 18:15:00,18602.0
2019-08-25 18:20:00,19439.0
2019-08-25 18:25:00,20153.0
2019-08-25 18:30:00,19246.0
2019-08-25 18:35:00,19538.0
2019-08-25 18:40:00,18503.0
2019-08-25 18:45:00,18085.0
2019-08-25 18:50:00,18974.0
2019-08-25 18:55:00,18798.0
2019-08-25 19:00:00,19722.0
2019-08-25 19:05:00,18613.0
2019-08-25 19:10:00,18317.0
2019-08-25 19:15:00,18110.0
2019-08-25 19:20:00,18047.0
2019-08-25 19:25:00,18322.0
2019-08-25 19:30:00,18467.0
2019-08-25 19:35:00,18436.0
2019-08-25 19:40:00,18692.0
2019-08-25 19:45:00,17555.0
2019-08-25 19:50:00,17696.0
2019-08-25 19:55:00,18317.0
2019-08-25 20:00:00,18782.0
2019-08-25 20:05:00,18201.0
2019-08-25 20:10:00,18494.0
2019-08-25 20:15:00,17770.0
2019-08-25 20:20:00,17886.0
2019-08-25 20:25:00,18340.0
2019-08-25 20:30:00,18367.0
2019-08-25 20:35:00,17768.0
2019-08-25 20:40:00,17504.0
2019-08-25 20:45:00,17458.0
2019-08-25 20:50:00,17161.0
2019-08-25 20:55:00,17303.0
2019-08-25 21:00:00,17854.0
2019-08-25 21:05:00,18016.0
2019-08-25 21:10:00,17630.0
2019-08-25 21:15:00,17498.0
2019-08-25 21:20:00,16964.0
2019-08-25 21:25:00,17696.0
2019-08-25 21:30:00,17255.0
2019-08-25 21:35:00,18050.0
2019-08-25 21:40:00,18182.0
2019-08-25 21:45:00,17859.0
2019-08-25 21:50:00,17408.0
2019-08-25 21:55:00,18297.0
2019-08-25 22:00:00,19039.0
2019-08-25 22:05:00,19604.0
2019-08-25 22:10:00,18748.0
2019-08-25 22:15:00,18614.0
2019-08-25 22:20:00,19066.0
2019-08-25 22:25:00,20507.0
2019-08-25 22:30:00,21017.0
2019-08-25 22:35:00,21846.0
2019-08-25 22:40:00,21464.0
2019-08-25 22:45:00,22787.0
